Title,Summary,URL,Interesting
University solar car to enter Australian challenge,Durham University's car will cover hundreds of miles over 50 hours at a speed of 47mph (75km/h).,/news/uk-england-tyne-66891476,0
Spoils of Karabakh war paraded as aid trickles in,Azerbaijan shows off captured tanks but aid is slow to arrive for thousands sleeping on the streets.,/news/world-europe-66901759,1
French rapper MHD gets 12 years in jail for murder,"MHD, a pioneer of ""Afro trap"" music, was tried for the gang murder of a young man in Paris in 2018.",/news/world-europe-66904274,0
How Zelensky is grappling with Western war fatigue,Ukraine’s leader has always been comfortable campaigning for help - now he’s having to negotiate.,/news/world-europe-66901719,1
Trudeau facing cold reality after lonely week on world stage,"As tensions with India rise, Canada is calling its friends - but they're not answering.",/news/in-pictures-66885924,1
Poison or broken heart? Nobel Prize winner’s death still a mystery,An investigation into whether Chilean poet Pablo Neruda was murdered has yet to reach its conclusion.,/news/world-latin-america-66853120,0
Naked AI images of girls shock mothers in Spanish town,More than 20 Spanish girls in the small town of Almendralejo have so far come forward as victims.,/news/world-europe-66877718,0
Why an American comic book evokes nostalgia in Indians,Archie Comic fans explain why the comic was so popular in the 1990s and whether it can be reinvented.,/news/world-asia-india-66886563,0
Ukraine claims Sevastopol strike hit navy commanders,"Kyiv says senior officials in Russia's Black Sea fleet were present, but did not offer evidence.",/news/world-europe-66901227,1
Tour winner joins ex-Wales stars in charity cycle,The former Tour de France winner joined the group in Lyon at the end of their 500-mile journey.,/news/uk-wales-66902158,0
Inside the camp at the heart of Europe’s migrant surge,"At least 10,000 migrants arrived on Italy's Lampedusa island last week, stretching local resources.",/news/world-europe-66901724,1
Florida police stop 10-year-old driver on highway,Boy and 11-year-old sister found 200 miles from where they were reported missing by mother.,/news/world-us-canada-66900530,0
Earthquake work was huge challenge - firefighters,"A group of firefighters who helped after the earthquake in Morocco say it was ""terrifying"" at times.",/news/uk-england-lincolnshire-66900781,0
Wagner deserter accused of bid to return to Russia,"It is the latest colourful incident involving Andrey Medvedev, who has been in Norway since January.",/news/world-europe-66901229,1
China sentences Uyghur scholar to life in jail,"Rahile Dawut loses appeal against a charge of endangering state security, a rights group says.",/news/world-asia-66900526,1
"Migrants are not invaders, Pope says on France trip","The pontiff says people risking their lives at sea ""do not invade"" during a visit to Marseille.",/news/world-europe-66900525,0
Panic in Karabakh as people fear ethnic cleansing,Thousands of ethnic Armenians fear for their safety despite Azerbaijan's promises.,/news/world-europe-66888945,1
Unmarked wartime grave relatives found 83 years on,A family link is traced to Kent for a victim of a World War Two tragedy who was buried in Ayrshire.,/news/uk-scotland-66867193,0
Sudan army chief claims he's ready for peace talks,Gen Burhan's army has been fighting a brutal war against the Rapid Support Forces since April.,/news/world-africa-66890207,1
The videos helping people get lighter sentences,"In the US, people accused of crimes are turning to film producers to help show their lives in a different light.",/news/in-pictures-66665681,0
Morocco quake: Sisters' nightmares and a plea for lipstick,Two sisters tell the BBC how the earthquake in Morocco has left them traumatised and anxious.,/news/world-africa-66870985,0
US Senate chairman steps down amid bribery charges,Top Democrats turn on Robert Menendez amid allegations of gold bars and jackets stuffed with cash.,/news/world-us-canada-66897845,0
What's in the Senator Robert Menendez indictment?,"More than half a million dollars in currency, gold bars and a luxury car allegedly tie the senator to a bribery scheme.",/news/world-us-canada-66895519,0
US to give Ukraine long-range missiles - reports,Kyiv has long been pushing for ATACMS missiles capable of hitting far behind the front line.,/news/world-us-canada-66898029,1
Horror in Bronx after nursery boy's fentanyl death,Residents of New York City's Bronx said the child's death is a symptom of a much larger problem.,/news/world-us-canada-66895520,0
'We're under attack' - how life is changing for Italy's gay families,Italy is removing children from registers and stopping surrogacy abroad in new rules affecting same-sex couples.,/news/world-europe-66860266,1
Incendiary rhetoric on Sikh murder stirs debate in Canada,An inflammatory comment by one commentator lays bare a sense of political friction in the diaspora.,/news/world-us-canada-66897733,1
Mother and twins charged with pretending to be Inuit,The three women allegedly claimed indigenous status to claim benefits and scholarships.,/news/world-us-canada-66890945,0
Ukraine hits HQ of Russia's symbolic Black Sea navy,The attack came as Ukraine's president made an unannounced visit to meet Canada's PM in Ottawa.,/news/world-europe-66887524,1
Island set to celebrate South African culture,"An inaugural celebration of South African culture, food and music is being staged on Saturday.",/news/world-europe-isle-of-man-66890795,0
Men charged after 'drug muffins' sold to children,South African street vendors face attempted murder charges over sickening of 90 primary school pupils.,/news/world-africa-66881005,0
Russian TV teases launch of Tucker Carlson show,The ex-Fox News anchor appears in a trailer on state-run Rossiya 24 but exact details are not clear.,/news/world-europe-66894124,1
King finally gets to meet the crowds in Bordeaux,The monarch's final day of the state visit to France sees a warmer and more relaxed reception.,/news/uk-66894707,0
India-China border row flares over athlete visas,Beijing denies claims three Indian fighters are unable to enter China for the Asian Games.,/news/world-asia-66892705,1
Deadly mortar attack on historic city of Timbuktu,"The culturally significant Malian city is under siege by jihadists, causing shortages of basic items.",/news/world-africa-66887546,1
Boy left in Portugal hospital amid insurance delay,Two-year-old Theo has a virus attacking his brain and needs a medical plane transfer.,/news/uk-wales-66888211,0
No signal yet as India tries to reawaken Moon lander,"Chandrayaan-3 was dormant during lunar night, but the extreme cold could have harmed its batteries.",/news/world-asia-india-66893924,0
F-35 pilot called 911 after escaping doomed plane,Marine parachuted into a backyard and told emergency services he was OK but not sure where his jet was.,/news/world-us-canada-66890941,0
Two dead in 'faulty tyre' NY school bus crash,"The bus was taking a marching band to camp when it rolled off the road, killing two adults.",/news/world-us-canada-66885033,0
Woman dies in County Donegal crash,Irish police say the woman was the driver of a car that was involved in a collision with a lorry.,/news/articles/crglgqynp1qo,0
Police release new images of Sara Sharif,"Sara's father, stepmother and uncle are due to stand trial at the Old Bailey in September 2024.",/news/uk-england-surrey-66889585,0
What weapons are being supplied to Ukraine?,"The US will soon send the first of its Abrams tanks to Ukraine, but Poland has stopped sending weapons.",/news/world-europe-62002218,1
Tear gas fired at Nigerians mourning Afrobeats star,"It happened after a memorial concert in Lagos for MohBad, who died last week aged 27.",/news/world-africa-66890900,0
Scottish teen footballer critical after US crash,"Ethan Walker, 17, was hurt while studying at Genesee Community College in Rochester, New York.",/news/uk-scotland-north-east-orkney-shetland-66879285,0
Bodies of two migrants found in river on US border,Migrant apprehensions at the US-Mexico border have risen to near-record levels in September.,/news/world-us-canada-66890942,0
How Rupert Murdoch transformed Australia’s media,"The 92-year-old businessman changed the face of news worldwide, but it all started at home.",/news/world-australia-66875222,0
"No case for rejoining EU, Keir Starmer insists",Conservative ministers have accused the Labour leader of wanting to reverse Brexit.,/news/uk-politics-66887576,1
BTS star Suga begins military service in Korea,The singer is the third member of the band to start compulsory military service this year.,/news/entertainment-arts-66890556,0
Ethiopia prince's hair returned after 140 years in UK,"Prince Alemayehu, who was taken to the UK aged seven, died at 18 after an unhappy upbringing.",/news/world-africa-66887597,0
China MeToo activist stands trial for subversion,Journalist Sophia Huang Xueqin appeared in court in Guangzhou alongside co-accused Wang Jianbing.,/news/world-asia-china-66877390,1
Two jailed for killing bus driver over Covid mask rule,The French driver was beaten after asking two passengers to adjust their masks during the pandemic.,/news/world-europe-66888273,0
Massive teachers' strike shuts down Nepal schools,Scores of people march in Kathmandu as a protest over education reforms enter its third day.,/news/world-asia-66886528,0
"9/11 defendant unfit to stand trial, US judge rules",A military judge accepts Ramzi bin al-Shibh is too psychologically damaged to defend himself.,/news/world-us-canada-66886923,0
Zelensky visits Canada for first time since war,"The Ukrainian president and first lady land in Ottawa, more than 18 months after Russia invaded.",/news/world-us-canada-66885865,1
Zelensky speaks in Canada after strike on Crimea navy base,The Ukrainian president holds a press conference with Justin Trudeau hours after Kyiv struck Russia's Black Sea navy HQ.,/news/live/world-66888101,1
Chevron and unions agree to end Australia gas strikes,The dispute triggered volatile trading on energy markets over concerns it could hit global gas supplies.,/news/business-66886186,1
Trudeau repeats allegation against India amid row,"Canadian Prime Minister Justin Trudeau has said that there were ""credible reasons"" for the allegation.",/news/world-asia-india-66886559,1
Sudan army chief warns war could spill into neighbours,General Burhan has asked for the Rapid Support Forces to be designated as a terror group.,/news/world-africa-66885859,1
Three Ukrainian choirs come together for concert,"Groups from Portsmouth, Petersfield and Havant will sing together in aid of their home country.",/news/uk-england-hampshire-66882170,0
Shadow of 'Ukraine fatigue' hangs over Polish politics,"With an election looming, politicians are grappling with how to support Ukraine and prioritise national interests.",/news/world-europe-66882161,1
India reserves third of MP seats for women - eventually,The decades-old bill guarantees a third of seats for women in parliament and state assemblies.,/news/world-asia-india-66878565,1
'We are not in charge of our own bodies',Brazil's Supreme Court is to vote on decriminalising abortion in the first 12 weeks of pregnancy.,/news/world-latin-america-66881900,1
Republicans leave Washington with shutdown looming,"US House Speaker Kevin McCarthy says Republican rebels ""just want to burn the whole place down"".",/news/world-us-canada-66885180,0
Hong Kong investigates popular crypto firm for fraud,"About 2,000 investors lost money on the JPEX platform which was advertised on Hong Kong's metro.",/news/world-asia-china-66874170,0
Do China's vanishing officials spell trouble for Xi?,Military officials are disappearing - is this a sign of instability or Xi Jinping's strength?,/news/world-asia-china-66875526,1
Despite risks fish farms are booming in Africa,"Farming fish has seen rapid growth in Africa but it can be an expensive, high-risk operation.",/news/business-66788932,1
"AI risks destabilising world, deputy PM to tell UN",Oliver Dowden will warn the pace of change could outstrip governments' abilities to make AI safe.,/news/technology-66879709,1
Tourists caught in India-Canada visa row,Many Indian nationals will be able to go home but the visa suspension will be disruptive for tourists.,/news/world-us-canada-66883889,1
Drugs found in trapdoor at NY fentanyl nursery,"Police said the amount of drugs recovered at the daycare where a child died could have killed 500,000 people.",/news/world-us-canada-66885389,0
Brazil's top court boosts indigenous land rights,The Supreme Court sets a precedent for land claims by restoring territory to the Xokleng people.,/news/world-latin-america-58328604,1
Top military jobs confirmed after abortion row delay,Senior military nominees have languished for eight months amid a lone Republican senator's blockade.,/news/world-us-canada-66873107,0
Irish PM says threats against politicians serious,Politicians and staff were unable to leave Leinster House for several hours on Wednesday.,/news/articles/c2l8e72qdq3o,0
Murdoch's eldest son Lachlan to head Fox and News Corp,"Media mogul Rupert Murdoch is stepping down as chairman, ending a 70-year career.",/news/business-66881306,0
Poland no longer supplying weapons to Ukraine - PM,Mateusz Morawiecki's remarks come as tensions escalate over Ukraine's grain exports.,/news/world-europe-66873495,1
King impresses Paris while the rest of France shrugs,The BBC's Hugh Schofield finds the French public not as interested in the royal visit as parliamentarians.,/news/world-europe-66882105,1
Five to be charged in UK with spying for Russia,"Three men and two women are to be charged with conspiracy to conduct espionage, UK prosecutors say.",/news/uk-66879181,0
Armenia ready for exodus after Karabakh surrender,"PM Nikol Pashinyan says Armenia is prepared but there is ""no direct threat"" to civilians.",/news/world-europe-66877083,1
South Africa to clear Covid lockdown criminal records,"More than 340,000 people were convicted of breaking some of the world's toughest lockdown restrictions.",/news/world-africa-66877630,0
India suspends visas for Canadians as row escalates,"Justin Trudeau said he was not trying to ""provoke"" India in the row over the killing of a Sikh leader.",/news/world-asia-india-66851964,1
Ryanair reduces winter schedule at Dublin Airport,"The airline is cutting 17 Irish routes, including some flights to Spain and Italy.",/news/articles/crg0yeg8j95o,0
Zelensky at White House for talks with Biden,The Ukrainian president is in Washington DC as part of a trip focused on winning financial support to repel Russia.,/news/live/world-us-canada-66881444,1
Historic scenes for King and Queen on their French visit,"Charles III and Camilla are on a three-day visit to France, here are some highlights from their first two days.",/news/in-pictures-66867649,0
Why are Scots supporting Fiji at the World Cup?,An Army base in Edinburgh is rooting for an unexpected nation at the French tournament.,/news/uk-scotland-south-scotland-66879591,0
S Korea to protect teachers from bullying parents,"Teachers across the country have been protesting for weeks, demanding more rights in the classroom.",/news/world-asia-66877389,0
How Norway outstrips US on Ukraine spending,"As Zelensky lobbies for more funding from sceptical US politicians, we take a closer look at the cost of war.",/news/66870559,1
"Saudi-Israel deal getting closer, prince says",An agreement creating ties between the two historical foes would mark a huge regional shift.,/news/world-middle-east-66879342,1
Killer who hid bodies in kitchen pleads guilty,Rwandan police found more than 10 bodies buried under the 34-year-old man's house near Kigali.,/news/world-africa-66877463,0
King given standing ovation in French Senate,"His speech, delivered in French and English, touched on climate change and Russia's invasion of Ukraine.",/news/uk-66879086,1
New inquest into soldier's Cyprus crash death,"Colour Sgt Anthony Oxley, from Wakefield, died after a collision at RAF Akrotiri in Cyprus in 2016.",/news/uk-england-leeds-66874744,0
"US offers almost 500,000 Venezuelans legal status",US cities have been grappling with large numbers of Venezuelans fleeing economic and political turmoil.,/news/world-us-canada-66875264,1
South Africa's first female submarine navigator dies,Lt Cdr Gillian Malouw was one of three officers who died when high waves hit their vessel off Cape Town.,/news/world-africa-66876001,0
Venezuela takes back gang-run jail with own zoo,"The prison with a pool, nightclub and zoo, was run by inmates from a notorious gang for many years.",/news/world-latin-america-66873494,0
"Student cycles 4,000km to go to dream university",The 25-year-old travelled for four months from Guinea to reach top university Al-Azhar in Egypt.,/news/world-africa-66869161,0
'I need a visa to visit my brother in Donegal',"Non-EEA citizens need a visa to cross the Irish border, even if they are lawful residents.",/news/uk-northern-ireland-66868408,0
Australia to host Taylor Swift academic conference,The event will explore the megastar's impact on culture and the music industry.,/news/world-australia-66875220,0
Toshiba set to end 74-year stock market history,A group of investors plans to take the company private after buying more than 78% of its shares.,/news/business-66874016,0
India set to approve historic women's quota bill,The proposed law guarantees a third of seats for women in India's parliament and state assemblies.,/news/world-asia-india-66851962,1
Charity distributes aid to earthquake survivors,Volunteers from Birmingham's Islamic Help flew in less than 48 hours after the disaster.,/news/uk-england-birmingham-66870394,0
Where Ukraine’s amputees go to repair their lives,"Orla Guerin visits a hospital and clinic in Ukraine, where 15,000 lost limbs in the first half of 2023.",/news/world-europe-66843991,0
South Korea raids US military bases in drugs probe,Some 17 soldiers and five other people allegedly smuggled or used synthetic marijuana via military mail.,/news/world-asia-66874163,0
"McClain pleaded 'I can't breathe', trial hears",Opening statements begin in the first of three trials over the 2019 death of a black Colorado man.,/news/world-us-canada-66870245,0
Hunter Biden loses bid for virtual court appearance,The US president's son is ordered to appear in person on 3 October to face three felony gun charges.,/news/world-us-canada-66862009,0
The terror attack survivor who plans to climb to Everest base camp,Shamim Allu used to walk on crutches after militants shot her at a Kenyan shopping mall a decade ago.,/news/world-africa-66815367,0
"US voters: 'Of course I want Ukraine to win, but...'","The US is the largest donor to Ukraine in terms of money spent, but do Americans support the cause?",/news/world-us-canada-66847119,1
US returns Schiele art stolen by Nazis to heirs,"Jewish performer Fritz Grünbaum, who owned the Egon Schiele pieces, was killed by the Nazis in 1941.",/news/world-us-canada-66860515,0
The Indian men who photographed dead bodies,Two photographers from Tamil Nadu recall what it was like taking pictures of the dead for a living.,/news/world-asia-india-66862838,0
EU not focused on Starmer plan to bring UK closer,"Diplomats play down an academic paper that suggests the UK as a possible ""associate member"" of the bloc.",/news/world-europe-66872827,1
Thirteen charged after Irish parliament protests,Protestors gathered at parliament buildings in Dublin as politicians met after summer break.,/news/articles/c72jpmy3lylo,0
Who was Canadian Sikh leader Hardeep Singh Nijjar?,Hardeep Singh Nijjar's fatal shooting in June placed him at the center of a rift between India and Canada.,/news/world-us-canada-66860510,1
French reporter arrested over leaked secrets,Ariane Lavrilleux was held overnight over a report on Egypt using French intelligence to kill civilians.,/news/world-europe-66870060,0
King's France visit mixes celebrity and pageantry,The royal state visit is intended to reinvigorate the relationship between France and Britain.,/news/uk-66873223,1
US holds interest rates steady - for now,The US central bank signals it could raise its key interest rate again this year,/news/business-66869039,1
Six Palestinians killed in West Bank and Gaza,"Israeli forces killed five men during raids in Jenin and Jericho, while one died at a protest in Gaza.",/news/world-middle-east-66863716,0
EU demands answers about Poland visa scandal,The Polish government is embroiled in allegations that migrants were illegally sold visas.,/news/world-europe-66869671,1
Big Insta following 'a little scary' - Selena Gomez,The actress and singer became the most-followed woman on Instagram earlier this year.,/news/newsbeat-66865026,0
Nigerian protests after Afrobeats star's death,Demonstrators want to know how popular 27-year-old singer MohBad died last week.,/news/world-africa-66867159,0
Half-million-year-old wooden structure unearthed,"Ancient timber preserved in a riverbed suggests humans were building wooden structures 500,000 years ago.",/news/science-environment-66846772,0
Musk start-up seeks people for brain-implant trial,"The company hopes to help people with paralysis move a cursor, or type, using its brain implant.",/news/technology-66865895,1
India warns citizens in Canada to be cautious,The advisory comes a day after tensions escalated over the killing of a Sikh separatist.,/news/world-asia-india-66851960,1
Republicans bombard US attorney general over Hunter Biden case,The combative House Judiciary Committee also rounds on Merrick Garland over his handling of Trump's federal indictments.,/news/live/world-us-canada-66868827,0
Rwanda's president confirms fourth-term bid,"President Paul Kagame, who has been in office since 2000, has faced criticism from rights groups.",/news/world-africa-66865681,1
Ukraine and Kenya plan 'grain hub' for East Africa,President Volodymyr Zelensky says establishing grain facilities in Africa will boost food security.,/news/world-africa-66865775,1
US child dies from fentanyl kept under nursery mat,"Nicholas Dominici, one, who had attended the daycare for just a week, died of a suspected overdose.",/news/world-us-canada-66861588,0
King Charles remembers mother's 'golden' bond with France in speech,"The King says he was ""moved beyond measure"" by French tributes to the late Queen.",/news/live/world-europe-66866545,0
Mexico railway suspends routes amid migrant deaths,"Migrants heading to the US often hitch rides on freight trains, with many injured or killed.",/news/world-latin-america-66864868,1
Indonesia TikToker jailed over pork video,"Lina Lutfiawati, who identifies as Muslim, said an Islamic phrase before eating crispy pork skin.",/news/world-asia-66852841,0
Beijing orders HK consulates to hand over local staff data,"Details including identity card numbers must be submitted within a month, authorities say.",/news/world-asia-china-66854432,1
Azerbaijan targets Nagorno-Karabakh for second day,Baku says the operation against its ethnic-Armenian enclave will stop only if it sees a white flag.,/news/world-europe-66851975,1
Watching Shakespeare in Ukrainian bomb shelters,Professor Nicoleta Cinpoeş has pledged her support after visiting a theatre in the war-torn country.,/news/uk-england-hereford-worcester-66847690,0
Bijou Phillips to divorce Danny Masterson - reports,"She cites irreconcilable differences, two weeks after the convicted rapist blew a kiss to her in court.",/news/world-us-canada-66862067,0
Target of conspiracy theories charged in Jan 6 riot,"Ray Epps, who conspiracy theorists accused of being an FBI agent, is charged with disorderly conduct.",/news/world-us-canada-66860910,0
Ghanaian man who fought slavery celebrated in the UK,Quobna Cugoano was captured by slavers aged 13 but later played a big part in the UK abolition movement.,/news/world-africa-66787944,0
Russia superyacht symbolises challenge of seizing assets,The BBC investigates the seizure of a £54m yacht and its links to a sanctioned Russian billionaire.,/news/world-europe-66818492,1
Gabon partially suspended from Commonwealth,The African nation has been partially suspended following a coup that took place in late August.,/news/world-africa-66861734,1
Ex-NFL player missing after mother found murdered,Police have not named former Patriots player Sergio Brown as a suspect or a person of interest.,/news/world-us-canada-66857467,0
"Torture, rape, killings: An Indian state's brutal conflict","Four months after it was torn apart by deadly ethnic violence, Manipur remains gripped by fear.",/news/world-asia-india-66844028,0
Musk's influence grows as world leaders flock to him,The billionaire's forays into sensitive geopolitical issues and his global clout have come under scrutiny.,/news/world-us-canada-66777096,1
Colombian dissident Farc rebels agree to ceasefire,The ceasefire is set to begin in early October and - if successful - last until August 2024.,/news/world-latin-america-66861726,1
Russian 'evil cannot be trusted' - Zelensky tells UN,"The world must unite to end Russia's aggression, Ukraine's president tells the UN General Assembly.",/news/world-66859639,1
Motorcyclist killed in crash was Belgian man,"Police name Renne Jan Letters, 59, as the man who died after the crash at Kirkstone Pass.",/news/uk-england-cumbria-66861476,0
Americans freed in Iran prisoner swap land in US,The four men and one woman return to the US after $6bn of frozen Iranian funds were released.,/news/world-us-canada-66850811,0
Debris found from F-35 jet after US pilot ejected,"The F-35B fighter jet went missing on Sunday after a ""mishap"", leading officials to ask for public help.",/news/world-us-canada-66850422,0
'Heartwarming' WWII memorial for Canadian aircrew,The memorial remembers five men who were on a Canadian Wellington Bomber that crashed in Broomfield.,/news/uk-england-somerset-66859628,0
A haunted Australia stares down bushfire disaster,The country is on edge for its first major fire season since a catastrophic summer four years ago.,/news/world-australia-66793592,1
How India-Canada ties descended into a public feud,The rift between two strategic partners erupted over a Sikh separatist leader's murder in Canada.,/news/world-asia-india-66851144,1
Why Western nations fear India-Canada row,India is the fifth largest economy and is seen by the West as a key partner against China.,/news/world-us-canada-66856568,1
Irish student dies after US kayaking incident,"Ella Mills died on the Potomac River, near Washington DC, during a college trip, on Sunday.",/news/articles/cy6lz11wve7o,0
Mayor's house burnt down in Libya flood protests,Derna's mayor is targeted a week after devastating floods many residents blame on incompetence.,/news/world-africa-66849131,1
Decades-old women MPs bill tabled before India poll,"Prime minister Modi praises bill as ""special moment"" for his country, ahead of general elections.",/news/world-asia-india-66851211,1
Fans chase team bus as Ronaldomania hits Tehran,Football fans in Tehran celebrate a rare chance to see an international sports superstar close up.,/news/world-middle-east-66855688,0
Cross-border team set for The Hague over killing,"Geila Ibram was stabbed to death in Limerick, with the man accused of her murder arrested in Belfast.",/news/uk-northern-ireland-66853503,1
Three appear in court over Sara Sharif's murder,"Sara's father, stepmother and uncle are due to stand trial at the Old Bailey in September 2024.",/news/uk-england-surrey-66853949,0
Anger in India as Trudeau points finger over murder,"Memories of the decade-long armed Sikh insurgency, which peaked in the 1980s, remain strong.",/news/world-asia-india-66851075,1
"Evil cannot be trusted, says Zelensky in speech to UN",The Ukrainian president seeks support to repel Russia at a gathering of nearly 200 world leaders in New York.,/news/live/world-66835995,1
Drug lord El Chapo's son pleads not guilty,"A US court has accused Ovidio Guzmán of drug-trafficking and money-laundering, which he denies.",/news/world-latin-america-66853111,0
Germany bans neo-Nazi group Hammerskins,German authorities crack down on the skinhead group known for organising far-right concerts.,/news/world-europe-66852067,1
Canada accuses India of role in Sikh leader's murder,"PM Trudeau described ""credible allegations potentially linking"" Delhi with Hardeep Singh Nijjar's killing.",/news/uk-66848041,1
Canada's Trudeau denies trying to provoke India over Sikh murder,Canadian PM Justin Trudeau has suggested Indian state involvement in the killing of a Canadian Sikh separatist leader.,/news/live/world-66851939,1
One in 10 Japanese now aged 80 or older,The world's most elderly country has long struggled with how to provide for its ageing population.,/news/world-asia-66850943,1
Why unity is thin on the ground as UN meets in New York,Many of those gathering in New York will want to prioritise climate change over the war in Europe.,/news/world-us-canada-66846608,1
Former Belarus 'hit squad' member on trial,Yury Garavsky is charged with the forced disappearance of three Belarusian opposition figures.,/news/world-europe-66848265,1
How important are India's Moon mission findings?,A former Nasa scientist decodes the significance of the discoveries made by the lunar lander and rover.,/news/world-asia-india-66808808,0
Who is being freed in the Iran prisoner swap?,Five Americans who were jailed for years in Iran were released in exchange for five Iranians.,/news/world-us-canada-66651509,1
An unsolved murder in Canada fuels rifts with India,Hundreds of Sikhs protested against the Indian state after the killing of a prominent leader in Canada.,/news/world-us-canada-66158842,1
US plans to monitor $6bn to Iran. Experts are sceptical,Washington says it can police how Tehran uses the prisoner swap windfall. Analysts aren't so sure.,/news/world-us-canada-66846490,1
Manson fined for blowing nose on camerawoman,"The singer will perform 20 hours of community service and pay $1,400 in fines for the ""egregious"" act.",/news/world-us-canada-66850232,0
China sends top envoy to Russia for security talks,"Moscow seeks support on the Ukraine war, including for a suspected N Korea arms deal.",/news/world-asia-china-66840138,1
US lawmaker diagnosed with rare neural illness,"Democrat Jennifer Wexton, 55, said she will not seek re-election in 2024 due to her diagnosis.",/news/world-us-canada-66848038,0
Ukraine sues EU neighbours over food imports ban,"Kyiv says Slovakia, Poland and Hungary act illegally - but they say they need to protect their farmers.",/news/world-europe-66849185,1
Every day is now casual Friday for US Senate,US lawmakers can now wear hoodies and whatever else they choose in the Senate gallery.,/news/world-us-canada-66848381,0
IMF pledges to stay in 'our lane' on climate,"The US, a major backer of the IMF, has been pushing to refine the mission of the global lender.",/news/business-66847748,1
US citizens freed from Iran in $6bn prisoner swap,The four men and one woman are returning to the US after $6bn of frozen Iranian funds is released.,/news/world-middle-east-66841137,1
"Help us find our $100m fighter jet, US military asks",Officials are unable to locate the F-35 jet after its pilot safely ejected over South Carolina.,/news/world-us-canada-66841194,0
Artist took money and ran - now it is payback time,"Jens Haaning was given €71,000 by a Danish museum to create art, but sent it blank frames.",/news/world-europe-66847139,0
More than 20 dead in Peru as bus falls into ravine,The coach veered off a highway at night high in the Andes mountains before plunging 200m (650ft).,/news/world-latin-america-66844172,0
Rare dinosaur 'Barry' up for sale at Paris auction,The 150 million year-old camptosaurus is expected to fetch up to €1.2m ($1.2m) in October.,/news/world-europe-66841201,0
Ukraine and Russia in legal battle over war motive,"Kyiv says Moscow falsely used genocide law to justify its invasion, but Russia wants the case thrown out.",/news/world-europe-66844644,1
Landmark Sudan skyscraper engulfed in flames,Dark smoke rises from the cone-shaped tower as government offices come under attack.,/news/world-africa-66837026,1
GP suspended after changing records to cover error,"Dr Victor Ebenuwa misdiagnosed a patient's condition and medication, a tribunal hears.",/news/uk-england-merseyside-66843445,0
Tributes to India's parliament at special session,Indian lawmakers were speaking ahead of a move to a new parliament building later this week.,/news/world-asia-india-66805344,0
Why Norway remembers its debt to a Scottish town,"A ""stone of friendship"" has been unveiled in Dumfries in honour of a bond formed in World War Two.",/news/uk-scotland-south-scotland-66786975,0
Greek rescuers killed in Libya road collision,Members of a Libyan family also died in the crash and several other people were seriously injured.,/news/world-africa-66839578,0
Fiji win was worst result for Wales - ex-player,"The surprise result raises the stakes for Wales' upcoming clash with the Wallabies, fans say.",/news/uk-wales-66841758,0
Americans freed from Iran in $6bn prisoner swap land in Qatar,"The five prisoners, who took off from Iran, have landed in Qatar as they make their way to the US.",/news/live/world-66840997,1
China police detain staff at Evergrande wealth unit,Investors have been called on to report any cases of suspected fraud in the ongoing investigation.,/news/business-66840012,1
Australian man fined for taking pet snake surfing,Wildlife officers say the man endangered Shiva the snake and breached his permit to keep her.,/news/world-australia-66816893,0
Irish university system 'disadvantaging NI students',A new study suggests the treatment of A-levels makes it harder for NI students to get in.,/news/uk-northern-ireland-66838610,0
New tax divides India's booming computer games sector,The Indian government's forthcoming tax on the industry doesn't apply to all types of games.,/news/business-66739966,1
The uniformed group targeting foreigners in South Africa,"BBC Africa Eye gains rare access to Operation Dudula, South Africa's prominent anti-migrant movement.",/news/world-africa-66808346,1
Has Ukraine broken through the dragon's teeth?,Ukraine's generals say they have broken through Russia's first line of defence in the south.,/news/world-europe-66796358,1
Bodies left unrecognisable by Libya's floods,Doctors are struggling to identify the remains which have been found as the death toll rises.,/news/world-africa-66838559,0
"Girl, 5, killed after Italian military jet crash",Video footage appears to show the pilot ejecting from the plane as it starts to fall from the sky.,/news/world-europe-66833979,0
"The scars, the rubble and the spirit to rebuild","Morocco's earthquake destroyed lives but survivors are picking themselves up, James Copnall finds.",/news/world-africa-66818250,0
Eritrean opposition supporters arrested in Germany,There have been a series of clashes between Eritrean regime supporters and opposition supporters abroad.,/news/world-europe-66838394,1
EU chief on Italy island after migrant numbers soar,"More than 8,000 migrants have arrived on the Italian island over the past three days.",/news/world-europe-66836614,1
Cleverly refuses to say if spy claim raised with China,"The foreign secretary says he has talked about the ""interference in our democracy"" with China.",/news/uk-politics-66836338,1
Rugby-mad newlyweds have World Cup honeymoon,Welsh woman Clare Ervine and English husband Paddy had their first date watching the Six Nations.,/news/uk-wales-66834806,0
Newlyweds killed as Greek holiday home swept away,"DNA tests on two bodies recovered from the floods have confirmed their identities, Austria says.",/news/world-europe-66833970,0
Fourth wave of fentanyl crisis hits every corner of US,The epidemic's staggering scale and infiltration of communities is laid bare in a new study.,/news/world-us-canada-66826895,0
Sadiq Khan flies to New York for climate summit,The Mayor of London is expected to speak at the United Nations climate ambition summit on Wednesday.,/news/uk-england-london-66820972,0
One dead as Storm Lee hits New England and Canada,"Around 120,000 people were without power in Nova Scotia as winds knocked down trees and power lines.",/news/world-us-canada-66822999,0
Fourteen dead after plane crash in Brazilian Amazon,Officials say it appears the aircraft tried to land in bad weather but ran out of runway.,/news/world-latin-america-66835213,0
